SUBURB,POBOX,SUBURBCODE,CITY
LOERIE,6370,,-
MAKANASKOP,,6139,GRAHAMSTOWN
MANTHESTAD,8585,,TAUNG STA
MATHIBESTAD,418,,SWARTBOOISTAD
MFULENI UIT 4,,7100,EERSTE RIVIER
MLALATI,5094,,MOUNT FRERE
MURRAYFIELD UIT 1,,184,SILVERTON
MANCORP MINE,8423,,POSTMASBURG
MARBURG UIT 22,4240,,PORT SHEPSTONE
MHLATUZANA,3815,,ESHOWE
NCAMBEDLANA,,5100,UMTATA
MOHLAKENG UIT 7,,1759,MOHLAKENG
MNCOTSHO,5661,,-
NEW PARK,,8301,KIMBERLEY
MALAGAS PARK,,7441,MILNERTON
MANDELA SQUARE,6850,,WORCESTER
MUNSIEVILLE UIT 1,,1739,KRUGERSDORP
MAYFAIR NORTH,,2092,JOHANNESBURG
MIMOSA PARK,,1428,GERMISTON
MZINTLAVANA,4820,,LUSIKISIKI
MQONCI,5006,,IDUTYWA
MOOIPLAAS,5288,,EAST LONDON
MITCHELLS PLEIN,7789,7785,KAAPSTAD
NAVORSDORP,,184,SILVERTON
MURCHISON,4250,,PORT SHEPSTONE
MBOZAMO,4310,,INANDA
NONKULULEKO,4933,,-
MASAKANE,9742,,JAMESTOWN
MAVUSO,5706,,DESPATCH
MAVIMBELA SECTION,,1434,KWENZEKILE
MIRAMAR,,6070,PORT ELIZABETH
ORANJEKRUIN,8807,,UPINGTON
MILLSITE,,1759,RANDFONTEIN
MOREHILL UIT 2,,1501,BENONI
OAKDENE UIT 2,,2190,JOHANNESBURG
MORNINGSIDE,,4001,DURBAN
MADIETANE,746,,BAKONE
MAUBANE,412,,MPHE-BATHO
MBALENTLE,,2285,EVANDER
MSEBE,3952,,-
MALANSHOF EXT 7,,2194,JOHANNESBURG
NEW CROSS ROADS,,7750,NYANGA
NTLANZINI,5040,,WILLOWVALE
MKAMELA,4810,,FLAGSTAFF
NDONDOTHA,3915,,KWAMBONAMBI
MARINA MOORINGS,,7945,MUIZENBERG
MORELETAPARK UIT 17,44,,MORELETAPARK
MORESKOF,9462,9459,WELKOM
LYNNWOOD PARK,,81,MENLO PARK
MASIBEKELA,1342,,KOMATIPOORT
MIDHURST EST,,7806,CONSTANTIA
NORTHWOLD EXT 13,2155,,JOHANNESBURG
NTHA,,9630,LINDLEY
POTCHEFSTROOM,2520,2531,POTCHEFSTROOM
MGANDUZWENI,1240,,WHITE RIVER
MILL STREET,8010,,CAPE TOWN
MARLANDS,,1401,GERMISTON
MINDALORE UIT 4,,1739,KRUGERSDORP
MALANSHOF EXT 9,,2194,JOHANNESBURG
MNENGA,5080,,MQANDULI
ORMONDE EXT 1,,2091,JOHANNESBURG
MOHLAKENG EXT 4,,1759,MOHLAKENG
MARBLE HALL UIT 5,,450,MARBLE HALL
NOORDWYK UIT 3,1687,,HALFWAY HOUSE
MODDERFONTEIN KHW,2065,,JOHANNESBURG
MOFFAT VIEW UIT 5,,2197,JOHANNESBURG
MOCHUD,,2745,MAFIKENG
NOORDHEUWEL EXT 10,1739,,KRUGERSDORP
NORTHWOLD EXT 5,2155,,JOHANNESBURG
LUSIZI,4960,,BUTTERWORTH
LAMAGADLELA,1193,,BELFAST
LIWA,5000,,IDUTYWA
LYNNWOOD PARK,3360,,LADYSMITH
LEEUKUIL,457,,DIBASABOPHELO
LUIPAARDSVLEI EXT 3,,1739,KRUGERSDORP
MEYERTON,1960,1961,-
LOW'S CREEK,1302,,NELSPRUIT
LEKHURENG,748,,JUNO
KWANOBUHLE UIT 3,,6242,KWANOBUHLE
MARBURG TOWN BOARD MCP,4240,,PORT SHEPSTONE
LEEUDORING EXT,1780,,WESTONARIA
MAANDAGSHOEK,1152,,BELFAST
LA MOTTE,7691,,FRANSCHHOEK
MBANGWANE,1355,,NELSPRUIT
MAGALIES VIEW EXT 17,2067,,MAGALIES VIEW
MATLOSANE,2575,,KLERKSDORP
MONDEOR,2110,2091,JOHANNESBURG
MANDELA,9585,,PARYS
MOHLAKENG EXT 7,,1759,MOHLAKENG
KUNDULU,5410,,LADY FRERE
MELVILLE,4450,4449,STANGER
MATJIESKLOOF,8240,,SPRINGBOK
MOLETSANE,,1868,KWAXUMA
NGCWANGUBA,5085,,MQANDULI
NOENIEPUT,8813,,UPINGTON
MAGOLOGOLO,1030,,SIYABUSWA
MALEBOGO,9482,,HERTZOGVILLE
MEREDALE UIT 12,,2091,JOHANNESBURG
KURUMAN,8460,8460,-
LOURDES,3284,,-
MEVAMHLOPHE,3880,,EMPANGENI
LOUWSBURG,3150,,VRYHEID
MICHAUSDAL,5884,5880,CRADOCK
MJANYANA,5008,,-
MOFOLO SOUTH,,1801,DUBE
MORET UIT 3,,2194,JOHANNESBURG
NELSPRUIT NORTH,1219,,NEWCASTLE
MZIMHLOPHE,1803,1804,ORLANDO
MONTANAPARK EXT 13,159,,MONTANAPARK
MHLUZI EXT,,1055,MIDDELBURG
MONUMENT HEIGHTS,,8301,KIMBERLEY
NAZARETH,3609,,PINETOWN
NORTHCLIFF UIT 13,,2195,JOHANNESBURG
MABAALSTAD,2841,,MADIKWE
MAMELODI EAST EXT 13,,122,MAMELODI
MAHLATSWETSA,9760,9760,EXCELSIOR
MONTE VIDEO,,7490,MATROOSFONTEIN
MIDDLETON,,7230,CALEDON
MORET EXT 5,,2194,JOHANNESBURG
NGXABANGU,5380,,COFIMVABA
NEWTON,,7655,WELLINGTON
NORTHCLIFF UIT 7,,2195,JOHANNESBURG
MEADOWLANDS EXT 8,,1852,MEADOWLANDS
MCETHENI,4810,,FLAGSTAFF
MEADOWLANDS EXT 11,,1852,MEADOWLANDS
NCORA,5403,,-
MONTAGU VILLAGE,,7945,RETREAT
NGILANYONI,4105,,UMBUMBULU
NUWE LOKASIE,6255,,KLIPPLAAT
MIDROS,,5900,MIDDELBURG
NKAMBAKO,883,,PIETERSBURG
MULENZHE,947,,-
MAYFAIR-NOORD,,2092,JOHANNESBURG
MONTANAPARK EXT 23,159,,MONTANAPARK
MORELETAPARK EXT 9,44,,MORELETAPARK
MATSHONA,5130,,TABANKULU
NELVERTON,5400,,TSOMO
MKONJANE,3007,,NQUTU
MAXAKENI,1283,,BUSHBUCKRIDGE
MOHLAKENG-OOS,,1759,MOHLAKENG
NOORDHEUWEL,,1739,KRUGERSDORP
NOZAMBULA,3915,,KWAMBONAMBI
MATZOTSHWENI,5400,,TSOMO
MATONANA,5100,,UMTATA
MOUNTAIN GREEN,,7945,LAKESIDE
MUHLAVA,876,,TZANEEN
MONTANAPARK EXT 26,159,,MONTANAPARK
NOORDHOEK,7979,,FISH HOEK
MORNINGSIDE,,7130,SOMERSET WEST
MAOKENG EXT 7,,1632,TEMBISA
NGQUTURA,5000,,IDUTYWA
NORTHCLIFF EXT 16,,2195,JOHANNESBURG
NEW PATENI,3782,,RICHMOND
MOSSEL BAY,6500,6506,-
PHASH-MALOKA,211,,MABOPANE
MORGENZON,2315,,-
MERRIESPRUIT,9433,9430,VIRGINIA
MOREHILL EXT 1,,1501,BENONI
MORGANRIDGE EXT 2,,1459,BOKSBURG
MORELETAPARK UIT 27,44,,MORELETAPARK
NORTHCLIFF UIT 6,,2195,JOHANNESBURG
NORTHMEAD UIT 9,,1501,BENONI
NAMIBIA NORTH,9323,,KAGISANONG
MEREDALE,,2091,JOHANNESBURG
MONTANAPARK UIT 13,159,,MONTANAPARK
MPUKANE,4991,,NQAMAKWE
NIEU-BETHESDA,6286,,GRAAFF-REINET
MOGASNE,2728,,-
MARLANDS UIT,,1401,GERMISTON
MOUNT AYLIFF,4735,4735,-
MSHAYAZAFE,4310,4309,INANDA
NAPIER,7270,7270,-
NASARET,1052,,MIDDELBURG
MFULENI EXT 4,,7100,EERSTE RIVER
NEWLANDS UIT,,2092,JOHANNESBURG
MONTANAPARK EXT 30,159,,MONTANAPARK
MSHENGUVILLE,,9463,MOTSETHABONG
NEMATO,6173,,PORT ALFRED
MORELETAPARK EXT 49,44,,MORELETAPARK
LANGVERWAGT EXT 17,,2285,EVANDER
LEAHOLM,2021,,JOHANNESBURG
LOWER CROSSROADS,7750,7750,GUGULETU
LORENTZVILLE,,2094,JOHANNESBURG
MAGHEIGHTS,1435,,KATLEHONG EXT
MAYTIME CENTRE,3624,,PINETOWN
MOSSEL BAY EXT 3,,6506,MOSSEL BAY
MASUNDWINI,3808,,-
LINDHURST PARK,,3610,PINETOWN
LA SANDRA,,7130,SOMERSET WEST
LA MONTAGNE,184,184,SILVERTON
MARBURG UIT 13,4240,,PORT SHEPSTONE
MAHWELERENG,626,,POTGIETERSRUS
MMAMUTLE,8591,,TAUNG STA
KLOOF,3640,3610,-
KULELEYO,5002,,IDUTYWA
KOSMOS PARK UIT 3,,2429,STANDERTON
MALUKAZI,4110,4133,ISIPINGO
MASIPHUMELELE,,7975,FISH HOEK
MAHLAFUNA,3138,,-
MELDENE,,2092,-
MSHENGUVILLE,2868,,DINOKANA
MUGGLETON'S POST,5170,,TSOLO
MARSHALLTOWN,2107,2001,JOHANNESBURG
MABODISA,364,,RUSTENBURG
LURWAYIZO,5019,,IDUTYWA
MALANSHOF EXT 17,,2194,JOHANNESBURG
MOORREESBURG,7310,7310,-
MOUNT FLETCHER,4770,,-
MANNY'S,9486,,-
LINDHAVEN UIT 2,,1724,ROODEPOORT
MAYNARDVILLE,,7800,WYNBERG
MOOILEK,749,,ATOK
MOEKA,440,,TEMBA
N1 CITY,7463,7460,GOODWOOD
MEYERSPARK,103,184,PRETORIA
MINDALORE EXT 4,,1739,KRUGERSDORP
NAMAHADI,9869,,WITSIESHOEK
MANDILENI,5089,,MOUNT FRERE
LENASIA-SUID UIT 3,,1827,LENASIA
MAGOEBASKLOOF,731,,PIETERSBURG
MAFAHLANENG,9820,,TWEELING
MELROSE NORTH,,2196,JOHANNESBURG
MIDDELBURG,5900,5900,EASTERN CAPE
LOVEDALE,5700,,ALICE
MONDEOR EXT 4,,2091,JOHANNESBURG
MOFOLO CENTRAL,,1801,DUBE
MORET EXT 1,,2194,JOHANNESBURG
NEWTOWN,,5720,FORT BEAUFORT
MQEKEZWENI,5106,,UMTATA
MOKWENA,9780,9775,GA-RAPULANA
MANDELA PARK,9870,,WITSIESHOEK
MASAKENG,2623,,-
MERWEVILLE,6940,,BEAUFORT WEST
NORTHWOLD EXT 11,2155,,JOHANNESBURG
MDLOKOHLO,4342,,NDWEDWE
MARLBORO SOUTH,2063,,JOHANNESBURG
MANYAMA,753,,PIETERSBURG
NOORSEKLOOF,6331,,JEFFREYS BAY
MONUMENTPARK UIT 11,,181,WATERKLOOF
NEW BRIGHTON,,5920,STEYNSBURG
MOSSEL BAY EXT 8,,6506,MOSSEL BAY
NEW ORLEANS,,7646,PAARL
MORELETAPARK UIT 49,44,,MORELETAPARK
NEW NEK,5100,,UMTATA
MODIKOE,300,,-
NORTHCLIFF UIT 21,,2195,JOHANNESBURG
MODDERFONTEIN,1645,1644,EDENVALE
NORTHMEAD EXT 6,,1501,BENONI
MAGALIESSIG UIT 26,2067,,MAGALIESSIG
NDULINDE,3803,,GINGINDLOVU
NEWLANDS-WES,,4037,MARBLE RAY
MONTANAPARK EXT 31,159,,MONTANAPARK
MUNSIEVILLE EXT 1,,1739,KRUGERSDORP
MEGAWATT PARK,2157,,JOHANNESBURG
MVUNYANA,3120,,VRYHEID
NTLOZELO,4800,,BIZANA
ORLANDO-OOS UIT 3,,1804,ORLANDO
MARBLE HALL EXT 5,,450,MARBLE HALL
MOUNT VIEW,7530,,BELLVILLE
NQADU GREAT PLACE,5035,,UMTATA
MOSELEY,,4093,QUEENSBURGH
MOHLODI,1074,,WITBANK
MARKET SQUARE,6141,,GRAHAMSTOWN
MUTHATHI,976,976,SIBASA
MOSSELBAAI UIT 26,,6506,MOSSELBAAI
MAUERSNEK,9745,,LADYBRAND
MTUBATUBA,3935,,-
MAURITIUS,,6265,JANSENVILLE
MISSIONVALE,6001,6059,PORT ELIZABETH
MUSHWELLDALE,,1459,BOKSBURG
NDWEDWE,4342,,-
MONZ,617,,REBONE
NEWREST,4960,,BUTTERWORTH
MORELETAPARK EXT 1,44,,MORELETAPARK
MAFAKATHINI,3291,,MERRIVALE
NDONDONDWANE,3271,,KRANSKOP
MASIBI,,2745,MAFIKENG
NEW LOCATION,,6280,GRAAFF-REINET
MAGALIESSIG UIT 4,2067,,MAGALIESSIG
MOREGLOED,,699,PIETERSBURG
MOSSELBAAI UIT 3,,6506,MOSSELBAAI
MARINA EST,,7945,MUIZENBERG
MATLAMETLO,367,,RUSTENBURG
MGEZA,3935,,MTUBATUBA
NOORDGESIG,,1804,ORLANDO
NYLPARK,600,,-
OOS-EINDE,4018,,DURBAN
MONDEOR EXT 3,,2091,JOHANNESBURG
KOMATIPOORT,1340,,-
LOTUS PARK,4111,4133,ISIPINGO
MADIBOGO,2772,,DELAREYVILLE
MARBURG EXT 13,4240,,PORT SHEPSTONE
MAPHOPHOMA,3950,,NONGOMA
MEADOWLANDS UIT 4,,1852,MEADOWLANDS
LUSAKA,2520,,POTCHEFSTROOM
LANGLAAGTE NORTH,,2092,JOHANNESBURG
LAS VEGAS,,9463,MOTSETHABONG
MARINE TERMINAL,4137,4001,DURBAN
MOOKGOPHONG,560,,-
MORELETAPARK EXT 41,44,,MORELETAPARK
MJOMLA,5090,,MOUNT FRERE
MEDUNSA,204,,PRETORIA
MDAKENI,,5201,EAST LONDON
MALANSHOF UIT 17,,2194,JOHANNESBURG
MOTSU EXT 5,,1632,TEMBISA
NOMZAMO INFORMAL,,7140,STRAND
NOORDWYK UIT 1,1687,,HALFWAY HOUSE
MONUMENTPARK UIT 7,,181,WATERKLOOF
MILLERS POINT,,7975,SIMON'S TOWN
MOREHILL,,1501,BENONI
LITTLE FALLS EXT 5,1735,,STRUBENS VALLEY
MAGALIES VIEW EXT 25,2067,,MAGALIES VIEW
MATHABATHA,733,,PIETERSBURG
MONTANAPARK UIT 20,159,,MONTANAPARK
MARIMBA GARDENS UIT 9,,1475,RUSLOO
MUDABULA,997,,MALAMULELE
MEYERHOF,,7800,PLUMSTEAD
MHUBHENI,3310,,ESTCOURT
OAK GLEN,,7530,BELLVILLE
NABABEEP,8265,8265,-
NINAPARK UIT 2,156,,NINAPARK
NOCWANE,5017,,IDUTYWA
MOLENDRIFT,6537,,GEORGE
NEW BRIGHTON,,7000,DE AAR
NEW VILLAGE EXT 1,1300,,BARBERTON
MASHISHING,1123,,LYDENBURG
MULBARTON UIT 1,2059,,JOHANNESBURG
NELSPOORT,6973,,BEAUFORT WEST
NEW VILLAGE UIT,1300,,BARBERTON
POETS CORNER,,4094,ROSSBURGH
MONTANAPARK UIT 26,159,,MONTANAPARK
MEQHELENG,9732,9730,FICKSBURG
MINDALORE UIT 1,,1739,KRUGERSDORP
MOROKA-NOORD,,1818,TSHIAWELO
MZAMOMHLE,5258,,GONUBIE
MILK WOOD PARK,,7975,VISHOEK
MODULE,356,,RUSTENBURG
MOREHILL UIT 6,,1501,BENONI
NEWTON,4380,,MAIDSTONE
MGWENYANA,5120,,PORT ST JOHNS
MISSIONLANDS,4345,,VERULAM
MARIEVLEI EXT 3,1554,,BRAKPAN
NELSPRUIT EXT 6,,1201,NELSPRUIT
MODDER-OOS,,1559,SPRINGS
MASKAMSIG,,8170,VANRHYNSDORP
MASSONDALE,2951,,MADADENI
MEREDALE EXT 9,,2091,JOHANNESBURG
MSELENI,4810,,FLAGSTAFF
MASADA,,1020,BRONKHORSTSPRUIT
MKOMBE,4960,,BUTTERWORTH
NTABEBOMVU,3135,,NQUTU
NORTHDENE,,1911,VANDERBIJLPARK
MAHIHASHINI,3888,,-
MAYFAIR-SUID,,2092,JOHANNESBURG
MONDEOR UIT 4,,2091,JOHANNESBURG
MOFFAT VIEW EXT 5,,2197,JOHANNESBURG
NOORDWYK EXT 21,1687,,HALFWAY HOUSE
MOROKA,1860,1818,TSHIAWELO
LYTTELTON MANOR EXT 1,,157,CENTURION
MOLETSI,709,,KOLOTI
MICA,1382,,HOEDSPRUIT
MOHLAKENG UIT 4,,1759,MOHLAKENG
NOKANENG,435,,HAMMANSKRAAL
MBABANE,3080,,DANNHAUSER
MOGALADI,786,,DENDRON
NEW MUCKLENEUK,,181,WATERKLOOF
MALANSHOF UIT 4,,2194,JOHANNESBURG
NEBO,1059,,WITBANK
MPUNZI DRIFT,4261,,IZINGOLWENI
NALEDI UIT 1,,1874,-
MHLABA-CROSS,878,,LETABA
MARIANN HEIGHTS,,3610,PINETOWN
MOKGWATI,861,,TZANEEN
NANCEFIELD INDUSTRIAL SITES,,1811,ELDORADOPARK
NDLANGUBO,3880,,EMPANGENI
NUWELAND,7725,7700,KAAPSTAD
MOUNT ROAD TSP,,6001,PORT ELIZABETH
MPHAMBO,999,,MALAMULELE
MHLUZI UIT 2,,1055,MIDDELBURG
MEER EN SEE,3901,,-
NOMONDE,,5500,MOLTENO
MUNZHEDZI,948,948,LOUIS TRICHARDT
OAKDENE,,7580,KUILS RIVER
NGOBOZI,4960,,BUTTERWORTH
PANORAMA GARDENS,3200,3201,PIETERMARITZBURG
NORTHWOLD UIT 15,2155,,JOHANNESBURG
ORLANDO EAST EXT 4,,1804,ORLANDO
QOBOQOBO,4960,,BUTTERWORTH
QUTI,5160,,LIBODE
MPHARANGOPE,468,,MARBLE HALL
MOROKWENG,8614,8614,POMFRET
NELLMAPIUS,162,,PRETORIA
PHOLA,1240,,HAZYVIEW
NORWOOD EST,,7490,ELSIES RIVER
MINDALORE-NOORD,,1739,KRUGERSDORP
LONGDALE,,2093,JOHANNESBURG
MAGALIESKRUIN EXT 1,150,,MAGALIESKRUIN
LEEU-GAMKA,6950,,BEAUFORT WEST
NAVAL VIEW,,9301,BLOEMFONTEIN
MAOKENG,,1632,TEMBISA
MGOJWENI,4827,,-
MOUBANE,2845,,MADIKWE
MAKOPANE WEST,657,,POTGIETERSRUS
MAVUYA,,5445,INDWE
MAOKENG UIT 1,,1632,TEMBISA
NORTHCLIFF EXT 22,,2195,JOHANNESBURG
NORTON SQUARE,,7441,MILNERTON
MASAKHE,,5425,STERKSTROOM
MITCHELL VILLAGE,,4399,TONGAAT
MORELETA RIDGE,44,,MORELETAPARK
LYNFRAE EST,,7708,CLAREMONT
NIRVANA HILLS,4147,4093,NORTHDENE
MOUNT MORIAH,4019,,DURBAN NORTH
NIEUW NOOIENSFONTEIN,,7580,KUILS RIVER
OCEAN VIEW,,4052,DURBAN
NELSPRUIT EXT 9,,1201,NELSPRUIT
MAPHODI,9917,9917,SPRINGFONTEIN
MASHASHANE,743,,PIETERSBURG
MAMELODI EAST EXT 2,,122,MAMELODI
MQOBISO,,5100,UMTATA
MACASSAR,7134,7130,SOMERSET WEST
MONTANAPARK EXT 71,159,,MONTANAPARK
NATAL WITNESS,3293,,PIETERMARITZBURG
NEANDERTAL,714,,PIETERSBURG
NALEDI,1869,1874,-
MNANDI VILLAGE,6282,,ADENDORP
MMANKAIPAYA,2858,,MAFIKENG
MJAMKULU,4964,,NDABAKAZI
MAKENENG,9869,,WITSIESHOEK
MPUNGAMHLOPHE,3835,,MELMOTH
NEWHOLME,,3201,PIETERMARITZBURG
MVUTSHINI,3800,,GINGINDLOVU
NTSIMBAKAZI,5000,,IDUTYWA
NELSPRUIT UIT 15,,1201,NELSPRUIT
MAGALIESKRUIN UIT 14,150,,MAGALIESKRUIN
MONTGOMERY PARK,,2195,JOHANNESBURG
MORNINGSTAR,,7550,DURBANVILLE
MOPHELA,3700,,HAMMARSDALE
MOTALA HEIGHTS,3624,,PINETOWN
NEW VILLAGE EXT,1300,,BARBERTON
NTONDWENI,3935,,MTUBATUBA
MURRAYFIELD EXT 1,,184,SILVERTON
MANLEY FLATS,6145,,GRAHAMSTOWN
MATWABENG,9485,9600,SENEKAL
MAYFAIR WEST,,2092,JOHANNESBURG
MURRAYFIELD,,184,SILVERTON
MANYETSENG,9748,9745,LADYBRAND
MASONTI,5090,,MOUNT FRERE
MONTANAPARK EXT 33,159,,MONTANAPARK
NEW BRIGHTON,,5100,UMTATA
NORMANVILLE,,6059,PORT ELIZABETH
MGUBO,5100,,UMTATA
MARBURG EXT 6,4240,,PORT SHEPSTONE
MIGSON MANOR,1821,,LENASIA
MPEKO,5644,,PEDDIE
NEW CENTRE,,2001,JOHANNESBURG
MFUNDO PARK EXT 30,,1475,RUSLOO
PACALTSDORP UIT 11,,6529,PACALTSDORP
NEWCASTLE INDUSTRIAL AREA,2940,,NEWCASTLE
NEW HANOVER,3230,,DALTON
OBSERVATORY,,2198,JOHANNESBURG
NELSPRUIT EXT,,1201,NELSPRUIT
PHOLA PARK,,5460,ELLIOT
PAYNEVILLE,1565,1565,SPRINGS
MATJIESRIVIER,6634,,OUDTSHOORN
MINDALORE UIT 3,,1739,KRUGERSDORP
NOORDHEUWEL EXT 4,1756,1739,KRUGERSDORP
PEACE VILLAGE,4950,,KOMGA
PHARARE,873,,SHILUVANE
NORTHCLIFF EXT 8,,2195,JOHANNESBURG
NONZWAKAZI,,5780,BEDFORD
RANDPARKRIF UIT 15,2156,,JOHANNESBURG
NATAL UNIVERSITY,3296,,PIETERMARITZBURG
PHANTSI KWENTABA,5128,,-
MOUNT BLEAK,4820,,LUSIKISIKI
MNYIBASHE,4990,,NQAMAKWE
NYLSTROOM UIT 11,510,,NYLSTROOM
NAHOON VALLEY PARK,,5241,EAST LONDON
NGONYAMENI,4741,,-
PROLECON,,2001,JOHANNESBURG
NHLWATHI,3873,,-
NORTHGATE EXT,2162,,-
PAUL KRUGEROORD,,1559,SPRINGS
PRETORIA GARDENS,,82,HERCULES
NORTHWOLD UIT 2,2155,,JOHANNESBURG
NINAPARK UIT 1,156,,NINAPARK
NUFFIELD,,1559,SPRINGS
NOORDWYK UIT 23,1687,,HALFWAY HOUSE
MPULUZI,2335,,-
OATLANDS SIHS,,1739,KRUGERSDORP
OQADENI,4450,4449,STANGER
RAMPHELE,797,,PIETERSBURG
NOMZAMO,,5920,STEYNSBURG
NORTHCLIFF EXT 10,,2195,JOHANNESBURG
NDAKENI,5091,,MOUNT FRERE
NAHOON VALLEY,,5241,EAST LONDON
PROTEA NORTH,1818,1818,TSHIAWELO
OOS-QUEENSBURGH,,4093,QUEENSBURGH
OSHABENI,4246,,MEHLOMNYAMA
NKUMANDENI,5141,,NGQELENI
MAKHADO,920,920,-
MALENGE,3267,,HOWICK
MOORTON,4087,4092,CHATSWORTH
MASHISHIMALE,1395,,PHALABORWA
MOHLAHLARENG,860,,TZANEEN
NEW BRIGHTON,6200,6200,PORT ELIZABETH
MURHOTSO,1378,,ACORNHOEK
MOKWAKWAILA,862,,GAKGAPANE
MAHUBE VALLEY,64,,-
MILLER,6447,,WILLOWMORE
MONISE SECTION,,1434,KWENZEKILE
MFUNDENI,5120,,PORT ST JOHNS
NINAPARK EXT 7,156,,NINAPARK
MKUZE,3965,,EMPANGENI
MNANDI,,5850,SOMERSET EAST
NORTH CREST,,5100,UMTATA
MARLANDS EXT 6,,1401,GERMISTON
MOFOKENG,8,,ATTERIDGEVILLE
MOTLOUNG SECTION,,1431,KATLEHONG
MMABOI,765,,PIETERSBURG
MORELETAPARK UIT 21,44,,MORELETAPARK
NATAL NEWSPAPERS,4044,,DURBAN
MONYAKENG,9682,,WESSELSBRON
MONUMENT,,1739,KRUGERSDORP
NOORDKAAP,1304,,NELSPRUIT
MOIKOTSO,,2740,LICHTENBURG
NINAPARK EXT 1,156,,NINAPARK
MEREDALE UIT 7,,2091,JOHANNESBURG
MATLAKENG,9869,,WITSIESHOEK
MZOMHLE,4950,,KOMGA
NCALA SECTION,,1431,KATLEHONG
NDUMAKUDU,5120,,PORT ST JOHNS
MAOKENG,9499,9499,KROONSTAD
MORRISON,4226,,PORT SHEPSTONE
MORNING HILL,,2007,JOHANNESBURG
MSIZA SECTION,212,,MABOPANE
MOETLADIMO,891,891,TRICHARDTSDAL
MORESTOND,,6670,RIVERSDALE
NOORDHEUWEL UIT 6,,1739,KRUGERSDORP
MAROKOLONG,434,,HAMMANSKRAAL
MOOIVALLEIPARK,,2531,POTCHEFSTROOM
MAHALIBHOMEMI,2952,,OSIZWENI
MEYERSPARK EXT 8,,184,SILVERTON
MUTALE,956,,-
MAULUMA VILLAGE,992,,MUNGOMANI
MONTPARK,,2195,-
MPILO,1069,,MIDDELBURG
NGONGOZAYO,4800,,BIZANA
MOUNT VIEW,,7780,LANSDOWNE
NIGEL UIT 2,,1491,NIGEL
MONTSHIWA UNIT 12,,2737,MONTSHIWA
MORELETAPARK EXT 17,44,,MORELETAPARK
MAROELA,487,,THABAZIMBI
MARBURG EXT 18,4240,,PORT SHEPSTONE
MATSIKENG,9869,,WITSIESHOEK
MOUNT EDGECOMBE,4300,4302,PHOENIX
MEREDALE UIT 2,,2091,JOHANNESBURG
MOOI RIVER,3300,,ESTCOURT
MFULENI EXT 3,,7100,EERSTE RIVER
MASWANENG,479,,MARBLE HALL
MEREDALE UIT 9,,2091,JOHANNESBURG
MONTANAPARK UIT 40,159,,MONTANAPARK
MARAFE,,1868,KWAXUMA
NOORDWYK EXT 23,1687,,HALFWAY HOUSE
NEEDS CAMP,5201,,EAST LONDON
NORTHCLIFF UIT 15,,2195,JOHANNESBURG
MONONTSHA,9869,,WITSIESHOEK
MMOTLA,407,,-
MORELETAPARK EXT 21,44,,MORELETAPARK
MTAKATYI,5160,,LIBODE
MEADOWLANDS EXT 4,,1852,MEADOWLANDS
MEREDALE UIT 4,,2091,JOHANNESBURG
MASECHABA,9877,,WITSIESHOEK
MOSSEL BAY EXT 6,,6506,MOSSEL BAY
MZIMVUBU,4738,,MOUNT AYLIFF
MARIMBA GARDENS UIT 25,,1475,RUSLOO
MARLANDS EXT 7,,1401,GERMISTON
MODDERDAM,,7490,LAVISTOWN
NONTSIZANA,7750,7750,GUGULETU
NGCWAZI,5708,,ALICE
NDUMO,3965,,MKUZE
PLATTEKLOOF GLEN,,7460,GOODWOOD
NORFOLK PARK,,7945,TOKAI
NORTH RIDING UIT 2,2162,,NORTH RIDING
MODJADJI,837,837,-
NEW LOCATION,9944,9944,WEPENER
PEARLY BEACH,7221,7220,GANS BAY
NEL ACRES,1200,,NELSPRUIT
NELSPRUIT UIT 6,,1201,NELSPRUIT
PAMPIERSTAD,8566,8566,-
ORMONDE UIT 5,,2091,JOHANNESBURG
POTGIETERSRUS UIT 8,,601,POTGIETERSRUS
PHILIPSVILLE,6350,,HANKEY
MBUQE PARK UIT,,5100,UMTATA
NEWLANDS UIT 9,49,,PRETORIA
NINAPARK UIT 6,156,,NINAPARK
NERINA,,7550,DURBANVILLE
NORTHWOLD EXT 12,2155,,JOHANNESBURG
OAK PARK,,3201,PIETERMARITZBURG
NKANYEZINI,3200,,PIETERMARITZBURG
NTSIZWA,4736,,MOUNT AYLIFF
ORANJEZICHT,,8001,CAPE TOWN
PANORAMA,,6850,WORCESTER
MFULENI UIT 1,,7100,EERSTE RIVIER
MULBARTON EXT 3,2059,,JOHANNESBURG
PETERSFIELD EXT 1,,1559,SPRINGS
PRAEGVILLE,,2194,RANDBURG
MADIPELESA,8537,,TAUNG STATION
MAKOKO,1251,,KABOKWENI
NGWENYATHI,5221,5221,MDANTSANE
MSELENI,3974,,MBAZWANA
MARIEVLEI UIT 3,1554,,BRAKPAN
MAGALIES VIEW EXT 1,2067,,MAGALIES VIEW
MARKMAN TSP,,6210,SWARTKOPS
MBOLOMPO,5100,,UMTATA
NEW WOODLANDS,,7785,MITCHELLS PLAIN
MODDERPOORT,9746,,LADYBRAND
MORGENSTER,,7560,BRACKENFELL
MHLUZI UIT,,1055,MIDDELBURG
MODDER RIVER,8700,,KIMBERLEY
MAXEGWENI,5090,,MOUNT FRERE
MAASSTROOM,623,,POTGIETERSRUS
